Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000274750	H3C6	0.5	12.0		2.0	6.0	11.0	3.0	4.0	6.0	3.0	8.0	1.0	0.6	1.0	4.0	2.0		3.0	11.0	5.0	2.0	3.0	11.0	1.0	4.0	5.0	5.0	11.0	4.0	5.0	4.0	4.0
ENSG00000275379	H3C11			2.0																												2.0	
ENSG00000275713	H2BC9			3.0		3.0	7.0		1.0	1.0	0.9					2.0			1.0	2.0	2.0			3.0		1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0
ENSG00000275714	H3C1			10.0					0.7											1.0	0.6							5.0					
ENSG00000276180	H4C9	8.0	10.0	7.0	4.0	14.0	9.0	14.0	7.0	21.0	6.0	2.0	2.0	18.0	15.0	11.0	10.0	2.0	18.0	30.0	13.0	5.0	0.6	14.0	10.0	17.0	17.0	18.0	18.0	11.0	7.0	17.0	4.0
ENSG00000276368	H2AC14			4.0																													
ENSG00000276410	H2BC3			3.0																								4.0					
ENSG00000276966	H4C5		0.6	4.0	3.0	0.6	2.0	2.0	1.0	2.0	0.7	0.7				2.0	0.7		3.0	6.0	1.0	1.0		0.6	0.9	1.0	1.0	4.0	2.0	1.0	0.9	2.0	
ENSG00000277075	H2AC8		3.0	16.0	2.0	5.0	6.0	5.0	3.0	5.0	3.0	0.5	2.0	1.0		6.0	1.0		6.0	38.0	3.0	3.0		8.0		4.0	5.0	5.0	3.0	1.0	5.0	5.0	4.0
ENSG00000277157	H4C4																			1.0						0.5		0.5	1.0				
ENSG00000277224	H2BC7		0.7	1.0		0.6		0.5	8.0	0.9	0.7					1.0			1.0	6.0	0.8			0.6		0.7	1.0	1.0		0.8	1.0	0.8	
ENSG00000277775	H3C7			3.0			0.5		0.7																								
ENSG00000277791	PSMB3	105.0	150.0	185.0	103.0	126.0	119.0	114.0	103.0	194.0	139.0	81.0	85.0	85.0	136.0	223.0	88.0	22.0	181.0	132.0	152.0	61.0	49.0	123.0	177.0	167.0	104.0	91.0	175.0	211.0	141.0	207.0	151.0
ENSG00000278463	H2AC4			2.0																								1.0					
ENSG00000278588	H2BC10			3.0																								1.0		0.8			
ENSG00000278637	H4C1			2.0	2.0		1.0		1.0						1.0				0.5							0.5			0.9	3.0		4.0	
ENSG00000278705	H4C2			0.9															0.7								0.6	0.5					
ENSG00000278828	H3C10	0.5	3.0	8.0		6.0	3.0	1.0	1.0	1.0	2.0		0.7	2.0	2.0	2.0	3.0		4.0	5.0	7.0			3.0	0.7	5.0	4.0	4.0	3.0	2.0	2.0	2.0	0.6
